Barcode,Cluster
kcbdglfd-1,19
kcbdnaji-1,9
kcbeabmf-1,7
kcbebpch-1,2
kcbeeean-1,2
kcbeeheh-1,7
kcbefjaf-1,8
kcbehnlg-1,7
kcbemigo-1,8
kcbenied-1,7
kcbfalal-1,2
kcbfcabm-1,7
kcbfcbjl-1,8
kcbfeeed-1,7
kcbfgkek-1,2
kcbfleai-1,8
kcbgibgi-1,2
kcbhbfnk-1,9
kcbhbnci-1,2
kcbhdadd-1,9
kcbhiill-1,24
kcbigdmb-1,14
kcbiiipk-1,1
kcbimihc-1,1
kcbjbojo-1,8
kcbjecoa-1,15
kcbjffol-1,7
kcbjfgpj-1,7
kcbjkcgn-1,15
kcbjkjfe-1,4
kcbjlihb-1,8
kcbjmlmm-1,7
kcbkamjp-1,7
kcbkgkei-1,8
kcbklfpe-1,10
kcblgipb-1,2
kcblngjh-1,10
kcbmfkab-1,10
kcbmgjec-1,2
kcbmlfhk-1,1
kcbmpicm-1,2
kcbnbbod-1,10
kcbngide-1,10
kcbnhkgc-1,2
kcbnkbal-1,10
kcbolhfj-1,8
kcbolmib-1,10
kcbpdglm-1,10
kcbpgijg-1,12
kcbpkjch-1,12
kcbplfdb-1,1
kcbpnfch-1,7
kccahmde-1,3
kccambhk-1,3
kccbamic-1,8
kccbapgg-1,7
kccbdcei-1,10
kccbdfjo-1,10
kcccecfi-1,10
kcccihol-1,10
kccckpbo-1,2
kccdhpho-1,2
kccdikoo-1,9
kccdkamp-1,1
kccdpiij-1,10
kcceimdn-1,3
kccenkdg-1,2
kccepfen-1,1
kccfjojp-1,4
kccfnfmg-1,2
kcchbgee-1,7
kcchcddf-1,7
kcchinik-1,2
kcchkgej-1,8
kcchphmo-1,8
kccibmda-1,1
kccjacdb-1,1
kccjkpmm-1,14
kccjpjdd-1,1
kcckejle-1,10
kcckgamb-1,10
kcckifcd-1,1
kccklcfc-1,1
kcckldjc-1,1
kccknmeo-1,10
kcckommp-1,8
kcclaebc-1,8
kcclagpi-1,7
kcclbdck-1,7
kcclfemg-1,7
kccmaeap-1,7
kccmdcjf-1,7
kccmdnca-1,10
kccmeoan-1,10
kccmepdg-1,22
kccmfdcl-1,7
kccmfppi-1,8
kccmnecb-1,8
kccnbemm-1,8
kccnchpc-1,7
kccndimd-1,9
kccnilkh-1,7
kccnipeo-1,8
kccobbij-1,7
kccofiog-1,13
kccohiim-1,7
kccojnap-1,8
kccpdlaa-1,7
kccpiahh-1,7
kccpikpi-1,19
kccpjpfh-1,2
kccpkcha-1,15
kccplohk-1,9
kccpnmej-1,12
kcdanfcn-1,8
kcdapbfk-1,8
kcdbmjnf-1,8
kcdcpdoi-1,4
kcddgnab-1,7
kcddgpdh-1,7
kcdedbho-1,8
kcdeeehe-1,9
kcdehlad-1,7
kcdfadfi-1,7
kcdfcnnm-1,8
kcdfdmog-1,7
kcdfhgdc-1,12
kcdfnjkh-1,12
kcdgaoma-1,8
kcdgipge-1,9
kcdgocic-1,9
kcdhbbgb-1,7
kcdhbdem-1,7
kcdhhkje-1,9
kcdhjbgn-1,8
kcdhlchl-1,7
kcdhlfbh-1,8
kcdhphpi-1,8
kcdihgdd-1,9
kcdilmnl-1,12
kcdiomoh-1,8
kcdjeaho-1,9
kcdjefcg-1,8
kcdjihhg-1,9
kcdjjpjp-1,8
kcdjmgea-1,8
kcdjnagh-1,7
kcdlimfe-1,7
kcdmgbcp-1,7
kcdmlpdf-1,7
kcdnclmf-1,7
kcdnempc-1,2
kcdnklpc-1,7
kcdobkgp-1,12
kcdodmjn-1,2
kcdpfhjg-1,2
kcdpkhbe-1,14
kcdpkjfo-1,7
kcdppjmp-1,7
kceabidd-1,2
kceaebhe-1,7
kceaegga-1,3
kceahlna-1,3
kceajkjd-1,1
kceakjmk-1,8
kceamhig-1,10
kcebdigl-1,7
kcebffkn-1,10
kcebkcce-1,8
kcebpidk-1,10
kcecfbjk-1,10
kcechfhh-1,3
kcechgmm-1,3
kcecmkog-1,15
kcedjhmd-1,20
kcedjlcn-1,20
kcedpkcc-1,8
kceecfim-1,3
kceempmp-1,10
kceepfgo-1,3
kcefajah-1,7
kcegabaf-1,8
kcegfnmp-1,8
kcegljlo-1,10
kcehhgmd-1,10
kcehlkgd-1,10
kcehoeed-1,1
kceiblci-1,2
kceifahg-1,8
kceignkj-1,10
kceiidgo-1,3
kcejbgmo-1,8
kcejfleh-1,2
kcejmcbh-1,8
kcekbhnc-1,3
kcekdach-1,7
kcekjkko-1,1
kcekomkl-1,8
kcelkfha-1,3
kcembebp-1,10
kcemcpeo-1,8
kcemdefb-1,10
kcemefkb-1,1
kcemkhen-1,10
kcemlmfi-1,10
kcenmcpo-1,2
kceofepo-1,2
kceomkfn-1,10
kcepanjj-1,1
kcephmco-1,10
kcepkilj-1,10
kcfaipcg-1,7
kcfanlig-1,7
kcfbffgd-1,8
kcfcdjeh-1,1
kcfckncl-1,2
kcfcmlhc-1,10
kcfdahpb-1,1
kcfdgedb-1,8
kcfdkagc-1,8
kcfecphe-1,7
kcfefbea-1,2
kcfegkeh-1,14
kcfejhhn-1,8
kcfejmah-1,7
kcfekkek-1,4
kcfenbbo-1,2
kcffaapl-1,8
kcffcbfk-1,4
kcffmben-1,8
kcfgbfjc-1,10
kcfgglgf-1,10
kcfhbbea-1,2
kcfhbgge-1,1
kcfhbifm-1,1
kcfhgcbp-1,2
kcfhhoca-1,10
kcfhjagn-1,2
kcfiimjb-1,10
kcfjcamc-1,10
kcfjcjod-1,3
kcfjfdjd-1,1
kcfjpfmi-1,10
kcfkepdk-1,3
kcfkklnb-1,9
kcflefle-1,10
kcflhaog-1,3
kcflldde-1,10
kcflohoe-1,10
kcfmfeai-1,4
kcfmhbgk-1,7
kcfmjgam-1,7
kcfmljgl-1,4
kcfmlppo-1,2
kcfmofan-1,7
kcfnblee-1,8
kcfneohh-1,8
kcfnhmgp-1,8
kcfnmhaf-1,9
kcfofckm-1,7
kcfohmca-1,9
kcfomgpk-1,9
kcfpfjah-1,9
kcfpmegb-1,9
kcgaalpe-1,9
kcgbcbim-1,12
kcgbkjbl-1,9
kcgbmhco-1,2
kcgbppgm-1,2
kcgcdilg-1,2
kcgcnfjb-1,12
kcgdcnje-1,8
kcgdgiob-1,8
kcgdhngb-1,7
kcgebfjn-1,4
kcgepolj-1,9
kcgflpnk-1,12
kcgfofmd-1,7
kcggbalf-1,2
kcggbcdo-1,12
kcghbehh-1,7
kcghcfmj-1,7
kcghelom-1,12
kcghfink-1,1
kcghjmnm-1,9
kcgibpbp-1,8
kcgidbpp-1,8
kcgiehjg-1,2
kcgieoga-1,1
kcgiglah-1,4
kcgijjik-1,4
kcgiofnc-1,4
kcgipeid-1,2
kcgjgfll-1,2
kcgjgpjo-1,4
kcgjhapo-1,2
kcgjmejl-1,2
kcgjnihf-1,2
kcgjojal-1,7
kcgkdhjk-1,2
kcgkegal-1,10
kcgkfjje-1,7
kcgkjlcl-1,4
kcgkkdhj-1,7
kcgknaka-1,2
kcgkphmf-1,10
kcglabdl-1,2
kcglailk-1,23
kcglapgo-1,15
kcglhobd-1,7
kcglkcjk-1,7
kcgmfokj-1,3
kcgmnmbp-1,12
kcgmoiia-1,8
kcgnjhad-1,10
kcgnppii-1,9
kcgoekgg-1,7
kcgojmae-1,8
kcgokhba-1,12
kcgokjhi-1,1
kcgpacja-1,3
kcgpakjn-1,9
kcgpebdk-1,8
kcgploef-1,4
kchacjim-1,4
kchajalo-1,12
kchajmph-1,9
kchamklg-1,9
kchbbcbe-1,8
kchbfmhf-1,9
kchbieej-1,14
kchbkboc-1,7
kchbkmdk-1,9
kchbnghk-1,7
kchcbhbb-1,8
kchcfpfj-1,7
kchchmal-1,8
kchcnnhl-1,7
kchcohok-1,8
kchdbfeh-1,9
kchdckin-1,8
kchddjmp-1,8
kchdklob-1,8
kchdleli-1,15
kchdmohk-1,7
kchejdpn-1,12
kchfjejn-1,9
kchfkjai-1,9
kchfogcc-1,9
kchfplgn-1,9
kchgadjg-1,9
kchgejom-1,9
kchgfahg-1,2
kchgfdfp-1,8
kchgglmo-1,9
kchhdipa-1,9
kchhfibb-1,8
kchhkabc-1,7
kchhpooa-1,9
kchiblmd-1,2
kchicjdj-1,2
kchigeai-1,8
kchiolgo-1,8
kchjmihb-1,8
kchkljke-1,8
kchllhda-1,9
kchlmlda-1,7
kchmajbb-1,22
kchmjjag-1,19
kchnggki-1,9
kchnhfmh-1,8
kchnjpeh-1,12
kchnlkij-1,3
kchnlkpf-1,3
kchoacdj-1,3
kchpbkjg-1,7
kchpdaae-1,8
kchpeiaf-1,9
kciahjlh-1,12
kciamfbf-1,2
kcianbpa-1,2
kciaoogg-1,2
kciapgld-1,2
kcibgfoc-1,7
kcibngme-1,7
kciccnnc-1,10
kcicdfjj-1,12
kcidadjc-1,1
kciddeah-1,8
kciedpnf-1,15
kciehopm-1,8
kcienbom-1,14
kciephci-1,9
kcifbekb-1,3
kcifijfo-1,15
kcigacon-1,10
kcigcago-1,15
kcigedcc-1,1
kcigonnn-1,10
kcihailh-1,3
kcihgmah-1,7
kcihjank-1,2
kciioach-1,14
kcijdlfb-1,1
kcijnikn-1,10
kcikbilg-1,15
kcikdoni-1,7
kcikfcfc-1,7
kcikkofp-1,2
kciknpel-1,7
kcilaomb-1,7
kcilkjlo-1,8
kcimjbkd-1,2
kcinbfei-1,2
kcinglmc-1,15
kcinhdii-1,2
kciojhjg-1,1
kciokbao-1,12
kcioldce-1,1
kcioobmk-1,9
kciooonj-1,3
kcipddkg-1,14
kcipgfon-1,14
kcipofjp-1,12
kcjafmci-1,2
kcjanbpe-1,20
kcjbkfcn-1,10
kcjblkoo-1,19
kcjckaeb-1,10
kcjdaidf-1,3
kcjdaimm-1,2
kcjdapio-1,3
kcjdgjad-1,8
kcjdmpgc-1,10
kcjedkcc-1,7
kcjedkhp-1,9
kcjeokhc-1,15
kcjepbic-1,15
kcjfagod-1,2
kcjfilfk-1,15
kcjfohke-1,4
kcjgbcae-1,8
kcjgjkhm-1,4
kcjgpjfb-1,2
kcjhcafd-1,15
kcjhgakf-1,15
kcjhglca-1,12
kcjhpdho-1,9
kcjiaghk-1,8
kcjigphk-1,8
kcjkhphc-1,12
kcjkibdl-1,3
kcjkldil-1,8
kcjkmbmm-1,12
kcjknbja-1,8
kcjkoacb-1,14
kcjlagom-1,8
kcjlbche-1,8
kcjlbgpo-1,15
kcjlhamd-1,8
kcjlkcjo-1,3
kcjlmpnf-1,7
kcjmcndf-1,1
kcjmhpib-1,7
kcjmjlgd-1,10
kcjngmko-1,15
kcjnjmcp-1,8
kcjnochb-1,7
kcjohlod-1,7
kcjokndp-1,8
kcjolkib-1,12
kcjpabgf-1,12
kcjpdkmi-1,15
kcjpgghf-1,9
kcjpigpd-1,7
kcjplkki-1,22
kcjppgfk-1,1
kckaakmh-1,15
kckahdjf-1,3
kckahmnj-1,1
kckaicko-1,8
kckanmde-1,15
kckbipba-1,12
kckbojfo-1,15
kckcafih-1,12
kckcfbgm-1,9
kckchiha-1,8
kckcimga-1,7
kckdbeba-1,15
kckdefbc-1,8
kckdoffn-1,8
kckebebl-1,7
kckeblii-1,2
kckefakf-1,7
kckeghbl-1,7
kckegmod-1,7
kckehong-1,24
kckekjjo-1,7
kckflffi-1,9
kckflfoa-1,15
kckgchnp-1,3
kckgfnhe-1,10
kckgnbni-1,12
kckhkcof-1,15
kckhngkg-1,15
kckibbbb-1,8
kckidhlh-1,7
kckiidpf-1,13
kckjaahk-1,8
kckjbdkn-1,12
kckjigaa-1,2
kckjjadb-1,15
kckkgcbd-1,9
kcklgpod-1,7
kckljcpo-1,8
kckllhjm-1,12
kckmdooh-1,8
kckmgomc-1,2
kckmjfgb-1,9
kckmkkce-1,12
kckmlbhc-1,3
kckmllhj-1,12
kckmmdee-1,8
kckmmdoa-1,7
kcknappl-1,12
kcknijbj-1,8
kcknoldl-1,8
kcknooil-1,8
kcknpflh-1,7
kckodonn-1,8
kckofjel-1,7
kckoillf-1,14
kckokiai-1,9
kckpnepp-1,2
kckpnodm-1,15
kclafbii-1,1
kclappjo-1,2
kclbbbol-1,8
kclbpokm-1,9
kclchnho-1,3
kclckhbe-1,12
kclckhki-1,14
kcldhcbj-1,9
kclecnnj-1,2
kcledged-1,8
kclellbo-1,8
kclenimf-1,8
kclfdbcg-1,7
kclffifp-1,8
kclfollc-1,7
kclgacci-1,2
kclglfgb-1,4
kclhajgn-1,8
kclhkbal-1,7
kclhncao-1,15
kclifaac-1,10
kcligejl-1,1
kclingkb-1,10
kclingop-1,8
kclinpec-1,8
kcljbipb-1,9
kcljfhkd-1,9
kcljfmje-1,9
kcljgggh-1,2
kcljhjfg-1,12
kcljiaaf-1,9
kcljigkm-1,9
kcljklhh-1,2
kclkbkfj-1,8
kclkmmcn-1,8
kclkmnee-1,8
kcllclig-1,2
kclleplb-1,2
kcllfdje-1,4
kcllgkof-1,9
kcllhjhb-1,8
kclllfbp-1,9
kcllnggk-1,7
kclmcfap-1,9
kclmcmfi-1,12
kclmebpe-1,7
kclmgfjl-1,8
kclmhlhe-1,8
kclmlgjd-1,9
kclmnhmf-1,7
kclmnlfh-1,9
kclmnnjn-1,12
kclmogld-1,9
kclnbmag-1,7
kclnhedo-1,9
kclnmjfd-1,9
kclnmnmp-1,7
kclobdmp-1,12
kcloehcj-1,12
kcloehoi-1,9
kclommmk-1,2
kclpagop-1,2
kclpheib-1,7
kclpmfei-1,8
kcmagnhb-1,9
kcmahaod-1,7
kcmajonf-1,12
kcmakfki-1,9
kcmamlpk-1,12
kcmbkeai-1,8
kcmceahh-1,2
kcmcgjem-1,9
kcmcinle-1,9
kcmclaba-1,12
kcmddido-1,9
kcmdlpih-1,9
kcmeghga-1,12
kcmejlan-1,8
kcmfahjl-1,12
kcmfhddn-1,9
kcmfjcmi-1,2
kcmggmoi-1,10
kcmgmjjp-1,9
kcmhdpch-1,9
kcmhgccm-1,8
kcmhjlio-1,9
kcmiagbo-1,7
kcmiecdd-1,9
kcmiedhb-1,2
kcmipklp-1,15
kcmjbpec-1,9
kcmjebla-1,10
kcmjgdde-1,8
kcmjiddm-1,2
kcmjimjp-1,8
kcmjnfhg-1,7
kcmjppcp-1,8
kcmkecbd-1,12
kcmkggem-1,8
kcmkhjcj-1,12
kcmlhnbe-1,7
kcmmanbe-1,8
kcmmidgp-1,9
kcmmnoal-1,8
kcmmpofp-1,9
kcmnmfan-1,15
kcmokiab-1,9
kcmonhie-1,2
kcmpadoi-1,7
kcmpbklm-1,15
kcmphocd-1,9
kcmpiiad-1,7
kcmplgic-1,15
kcnaajaa-1,7
kcnajgkp-1,3
kcnajjeb-1,8
kcnalgbg-1,8
kcnanpdp-1,1
kcnaohif-1,1
kcnbdhbd-1,9
kcnbiogb-1,9
kcnbpkjg-1,15
kcncgoeg-1,12
kcnchjcd-1,8
kcndkmaf-1,7
kcnedcci-1,7
kcnedpff-1,7
kcneggkd-1,12
kcneibjn-1,15
kcnejjme-1,15
kcnflbce-1,9
kcnfoaap-1,8
kcnfphcm-1,15
kcngbjfj-1,2
kcngchlh-1,7
kcngmgoa-1,8
kcngpdjc-1,7
kcnhlmmg-1,7
kcnhnldh-1,2
kcniaaib-1,7
kcnignnf-1,2
kcnimedc-1,7
kcnjbcei-1,12
kcnjfpec-1,8
kcnjhhfi-1,1
kcnjldpi-1,1
kcnjmdai-1,2
kcnkifhp-1,3
kcnldeab-1,1
kcnllmpj-1,10
kcnlmieo-1,10
kcnlonjh-1,8
kcnmiajm-1,2
kcnnfifc-1,2
kcnnglmm-1,8
kcnnnije-1,2
kcnnpcfm-1,9
kcnnpikj-1,2
kcnodpdb-1,9
kcnomknh-1,2
kcnonphk-1,10
kcnpelde-1,8
kcnphagj-1,7
kcnpipdo-1,7
kcnpkhfm-1,7
kcoaahef-1,2
kcoakgkn-1,8
kcoapjjh-1,7
kcobcnbj-1,8
kcobcpdl-1,7
kcobdjkn-1,8
kcobemcj-1,2
kcobfbkc-1,10
kcobjbln-1,10
kcocfgfc-1,1
kcocjdib-1,10
kcocldbb-1,2
kcocnmhj-1,8
kcodbdnm-1,2
kcodfnpc-1,2
kcodfomf-1,2
kcodkfne-1,10
kcoeaiaj-1,8
kcoeemij-1,10
kcoefdoo-1,14
kcoejebo-1,10
kcofdedc-1,26
kcofdlhc-1,7
kcofeagn-1,26
kcofiabk-1,26
kcogiiih-1,2
kcogjigk-1,9
kcogmfin-1,12
kcogpgdf-1,2
kcohdooa-1,9
kcoheenn-1,26
kcohehgg-1,2
kcohpioa-1,2
kcoiipgf-1,2
kcojbbhe-1,9
kcojbpha-1,9
kcojchdf-1,8
kcojildd-1,7
kcojmlng-1,26
kcokcodm-1,2
kcokhajk-1,2
kcokhdlm-1,7
kcoklche-1,4
kcoklhfm-1,4
kcokoclk-1,2
kcolfiel-1,4
kcollgfi-1,2
kcombmgk-1,4
kcomcccj-1,6
kcomiaka-1,11
kcomidec-1,6
kconcbnn-1,6
kconhihi-1,11
kconipfi-1,11
kconolji-1,11
kconpglh-1,4
kcoogccn-1,11
kcopahml-1,11
kcoppemf-1,4
kcpaghgg-1,4
kcpahmcn-1,4
kcpaklam-1,4
kcpandmj-1,4
kcpaoboi-1,4
kcpbfkbe-1,19
kcpbjpck-1,4
kcpbmipi-1,10
kcpccodn-1,19
kcpcdenm-1,2
kcpcdlep-1,14
kcpcolhe-1,1
kcpdelmf-1,2
kcpdhala-1,2
kcpdmlpc-1,2
kcpebpnh-1,2
kcpehdbm-1,14
kcpelbhm-1,1
kcpelfha-1,8
kcpfeglh-1,8
kcpffekm-1,10
kcpfkpmh-1,10
kcpfomag-1,14
kcphcnga-1,2
kcphdmbh-1,4
kcphdngk-1,4
kcpibdpg-1,2
kcpjaajb-1,7
kcpjcjdj-1,2
kcpjnhjn-1,14
kcpkjhni-1,9
kcplbmgk-1,4
kcplcage-1,4
kcplcgke-1,10
kcpldnjl-1,10
kcpljjch-1,10
kcplkpak-1,10
kcplldbo-1,2
kcplnbeo-1,10
kcpmijni-1,14
kcpmkegk-1,9
kcpmmiop-1,14
kcpmpbhj-1,2
kcpneinl-1,3
kcpnfhgm-1,3
kcpnhjhh-1,3
kcpnhjpj-1,9
kcpnhnfl-1,2
kcpniieg-1,2
kcpnpbhn-1,2
kcpodgjo-1,2
kcppaaae-1,2
kcppaeib-1,9
kcppgano-1,9
kcppgjla-1,14
kcpphgkf-1,14
kdaagmmc-1,3
kdaakjkj-1,2
kdaaomaj-1,7
kdaaompc-1,10
kdaaoncl-1,9
kdabdfbh-1,2
kdabgcof-1,2
kdabkcnp-1,2
kdaceaeg-1,1
kdachikf-1,10
kdacnlei-1,10
kdadepog-1,2
kdadghgk-1,2
kdadjldd-1,10
kdadkcbo-1,1
kdadndmg-1,10
kdadnppg-1,10
kdaecjdd-1,9
kdaehoea-1,14
kdaejhhp-1,10
kdaemnji-1,14
kdaeofag-1,9
kdafblhd-1,14
kdafnfcp-1,12
kdafolpo-1,10
kdagbgmg-1,10
kdagjnhl-1,14
kdagpain-1,1
kdagponh-1,14
kdahadcc-1,14
kdahbjin-1,9
kdahdiln-1,14
kdahjanp-1,2
kdaiglkp-1,2
kdaikakh-1,2
kdaiknnj-1,2
kdaikpjc-1,8
kdailnae-1,14
kdaiokme-1,14
kdajmipc-1,8
kdajngig-1,7
kdakaepa-1,3
kdakcjfc-1,8
kdakehdg-1,7
kdakhpcd-1,2
kdakkeig-1,2
kdaklbfc-1,8
kdalkoag-1,7
kdamlcei-1,7
kdamlmee-1,9
kdandegi-1,2
kdanekdh-1,9
kdanlfgf-1,2
kdanmeom-1,2
kdaoelad-1,2
kdaogofi-1,26
kdaoknmi-1,2
kdaopegg-1,10
kdapeamh-1,5
kdapemgc-1,6
kdapfbmc-1,4
kdaplibn-1,11
kdapncpd-1,26
kdbaggif-1,2
kdbakekg-1,11
kdbbicdh-1,13
kdbbjafh-1,4
kdbbogce-1,10
kdbbpnce-1,5
kdbcbpdp-1,11
kdbcipfi-1,5
kdbddmbf-1,10
kdbdigod-1,2
kdbdkkpf-1,4
kdbeabhk-1,1
kdbeedee-1,10
kdbeenkm-1,2
kdbelfja-1,14
kdbenknh-1,2
kdbffmmm-1,14
kdbfmmdo-1,4
kdbfokdc-1,4
kdbfoplf-1,4
kdbgfifk-1,14
kdbgmlgj-1,7
kdbgpddp-1,8
kdbhaolj-1,8
kdbhcigp-1,4
kdbhhiba-1,14
kdbhlgfh-1,12
kdbicnhp-1,10
kdbiejdg-1,14
kdbiopbc-1,7
kdbjabmo-1,9
kdbjcfma-1,14
kdbjefnd-1,4
kdbjhche-1,4
kdbjlkdh-1,9
kdbjnknh-1,4
kdbjnpgd-1,7
kdbkaebm-1,8
kdbkapfc-1,8
kdbkikbj-1,26
kdbkimlg-1,7
kdblglah-1,7
kdblglfa-1,7
kdblkabg-1,2
kdblnpjc-1,8
kdblpccd-1,10
kdbmcbbf-1,8
kdbmdici-1,7
kdbmfngp-1,9
kdbmgpjd-1,2
kdbmnggi-1,2
kdbndhje-1,9
kdbnnfol-1,9
kdboccgj-1,9
kdbojmol-1,26
kdbomena-1,9
kdbooplb-1,12
kdbpaglf-1,2
kdbpgafl-1,2
kdbpkmig-1,2
kdcakkmp-1,2
kdcbajgl-1,3
kdcbodaa-1,2
kdccaokk-1,7
kdccdpik-1,8
kdcchkjf-1,2
kdcciecd-1,26
kdccoloh-1,7
kdcddmie-1,10
kdcdedgb-1,7
kdcdfmng-1,7
kdcdgiof-1,9
kdcdpibl-1,2
kdcefeoh-1,10
kdcepnmp-1,25
kdcfbffl-1,2
kdcfhjgd-1,12
kdcfhofo-1,2
kdcfneoa-1,2
kdcgjfcm-1,12
kdcgjjnf-1,7
kdcgnhia-1,7
kdcgpldo-1,26
kdchfjal-1,26
kdchfjof-1,2
kdcieiif-1,2
kdciennc-1,9
kdcieonh-1,12
kdcjfnaj-1,8
kdcjgndb-1,8
kdcjplcl-1,8
kdckmgka-1,7
kdckohjc-1,8
kdclnpli-1,7
kdcmamli-1,8
kdcmicad-1,9
kdcmldhb-1,8
kdcnemki-1,8
kdcnijpi-1,2
kdcnpkel-1,12
kdcobiid-1,9
kdcpjjjd-1,9
kdcplijl-1,26
kddaahck-1,9
kddagefj-1,2
kddanbeo-1,2
kddanmjl-1,2
kddbclko-1,2
kddbfjjm-1,26
kddbkfeo-1,2
kddbkmbd-1,9
kddbmcha-1,26
kddbobah-1,2
kddboidm-1,7
kddchidj-1,7
kddciodb-1,2
kdddjamo-1,4
kdddkpan-1,26
kdddloko-1,12
kdddoklg-1,2
kddeeahk-1,2
kddenmge-1,12
kddfclbh-1,1
kddfepdn-1,3
kddffdmc-1,10
kddfkhmh-1,12
kddflmhi-1,9
kddfnhjk-1,10
kddfolcc-1,4
kddgbkmi-1,7
kddglpfb-1,4
kddgnjpa-1,2
kddhbigk-1,10
kddiccik-1,7
kddieedb-1,8
kddihabn-1,7
kddihnci-1,8
kddilcfn-1,7
kddjolcp-1,7
kddjomeo-1,9
kddkcmdh-1,25
kddkohbl-1,9
kddkpfcd-1,2
kddlakae-1,2
kddlbaba-1,1
kddledho-1,4
kddlgbdk-1,26
kddlijdk-1,7
kddmcbbp-1,9
kddmhmac-1,4
kddmjcjd-1,19
kddmnmhb-1,26
kddmoobf-1,19
kddndcib-1,4
kddnijie-1,2
kddnjeaj-1,4
kddodhin-1,9
kddogiej-1,1
kddoibbj-1,26
kddojffe-1,7
kddoljgn-1,8
kddongmf-1,26
kddpabij-1,9
kddpkcch-1,9
kddpopcj-1,7
kdeaahfe-1,9
kdeadhae-1,10
kdeaeblb-1,9
kdeafbek-1,2
kdeagodd-1,7
kdeaodlh-1,9
kdebagbj-1,7
kdebbedg-1,7
kdebecge-1,8
kdebfgdf-1,2
kdebgflo-1,7
kdebheng-1,9
kdebjjhn-1,9
kdebnfdo-1,2
kdecgdke-1,12
kdecgpck-1,3
kdecmphl-1,2
kdedaefc-1,7
kdedange-1,2
kdedcghh-1,13
kdedfeal-1,5
kdedobfe-1,5
kdeeepec-1,6
kdeekjpi-1,6
kdefafpc-1,11
kdefamgj-1,6
kdefcdch-1,5
kdefgoom-1,11
kdeficif-1,6
kdegdhff-1,11
kdegekip-1,9
kdegjcjb-1,1
kdeglfpn-1,2
kdegoolg-1,11
kdehaokg-1,5
kdehbdpc-1,5
kdehcodb-1,5
kdehhdeb-1,5
kdehmplj-1,5
kdeighmc-1,5
kdeilcnn-1,5
kdeindei-1,5
kdejaama-1,5
kdejaiho-1,5
kdejcbkg-1,2
kdejigge-1,2
kdejldae-1,11
kdejmdid-1,5
kdejmebp-1,11
kdejnpgn-1,2
kdejoblj-1,6
kdekclgl-1,6
kdekcmkc-1,6
kdekedjb-1,8
kdekgmdc-1,5
kdekhkbh-1,11
kdekjdkp-1,11
kdeklmmj-1,6
kdekmaah-1,2
kdekpfpg-1,5
kdelkbnp-1,5
kdellelg-1,5
kdemahbd-1,1
kdemaodk-1,5
kdemekpe-1,11
kdemfnai-1,5
kdemfngm-1,11
kdemildc-1,5
kdenbhlp-1,5
kdendfmh-1,5
kdenhjao-1,5
kdenllfe-1,5
kdenoiln-1,11
kdeobfaj-1,11
kdeoijbm-1,5
kdepckbo-1,11
kdepkahe-1,5
kdeplpda-1,11
kdepojdb-1,11
kdfagbbc-1,5
kdfahcgc-1,5
kdfajoel-1,5
kdfalbko-1,5
kdfbedpo-1,5
kdfbmedj-1,5
kdfboljo-1,5
kdfcbbkb-1,15
kdfccago-1,11
kdfcfcfp-1,13
kdfcjjfm-1,13
kdfdfkff-1,8
kdfdgafo-1,8
kdfdmieg-1,7
kdfdokhp-1,2
kdfeclfj-1,8
kdfemkdm-1,8
kdfepigf-1,2
kdffaeec-1,7
kdffdfln-1,5
kdffnapa-1,1
kdffneal-1,11
kdfgalid-1,5
kdfgbgco-1,11
kdfgbjji-1,8
kdfgkgia-1,2
kdfgmihj-1,11
kdfhekdh-1,1
kdfiblcf-1,5
kdfijemm-1,11
kdfjnaie-1,2
kdfjogeg-1,2
kdfjogfd-1,2
kdfjopgk-1,10
kdflfgkn-1,9
kdfllldg-1,9
kdfllmce-1,9
kdflmchp-1,1
kdflnibg-1,10
kdflpehl-1,9
kdflpicp-1,10
kdfmbmme-1,2
kdfmdpmj-1,4
kdfmpbic-1,10
kdfnamjd-1,7
kdfncpdo-1,9
kdfnegea-1,7
kdfngbdo-1,9
kdfnolll-1,2
kdfpehgg-1,12
kdfpelaj-1,2
kdgafmgm-1,26
kdgajgem-1,26
kdgbcaba-1,2
kdgbcjni-1,9
kdgbgckc-1,1
kdgbgjlm-1,2
kdgbhchn-1,2
kdgbheln-1,13
kdgblcbl-1,8
kdgbmlhj-1,13
kdgboaml-1,8
kdgcbfld-1,9
kdgciall-1,2
kdgdamlc-1,2
kdgdanel-1,2
kdgdanjk-1,13
kdgdbidd-1,9
kdgdfofj-1,13
kdgdilcp-1,2
kdgdinkc-1,13
kdgdoagj-1,8
kdgdphbl-1,7
kdgefplm-1,13
kdgejcja-1,7
kdgelchm-1,8
kdgeoggo-1,2
kdgepdoc-1,12
kdgfibmk-1,8
kdgfimop-1,13
kdgfkapf-1,9
kdgfkkeb-1,4
kdgfldfk-1,10
kdgfnedh-1,4
kdggajam-1,4
kdgglane-1,7
kdghdlof-1,8
kdghgaoj-1,7
kdghhbkn-1,8
kdgiflhj-1,8
kdgifpli-1,9
kdgiidgb-1,14
kdgjbnil-1,8
kdgjemio-1,8
kdgjgchf-1,3
kdgkdcil-1,3
kdgkhegd-1,10
kdgkkmhj-1,3
kdgkndoc-1,3
kdgkoing-1,10
kdgkpbba-1,3
kdglcgkd-1,3
kdglocfl-1,3
kdglpgle-1,3
kdgmbcbo-1,3
